AUDIT declarations=18279 symbols=4222
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80036198.c:25
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80036E8C.c:133
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80036E8C.c:139
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80036E8C.c:140
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80037AF4.c:168
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80038544.c:25
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800385D0.c:25
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80038650.c:26
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800386FC.c:26
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8003877C.c:27
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800387FC.c:27
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80038878.c:42
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80038878.c:72
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80049304.c:16
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80049388.c:16
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8004958C.c:42
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80049774.c:27
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80054CA0.c:25
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80054ED8.c:59
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800572D8.c:118
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800572D8.c:69
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800577A0.c:51
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800577A0.c:75
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80057AC0.c:100
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80058834.c:105
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80058FF4.c:79
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8005E9E4.c:10
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8005EA38.c:37
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8005EF94.c:172
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8005F758.c:59
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8005FF94.c:70
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8006016C.c:13
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8006016C.c:13
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800606BC.c:31
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800607BC.c:15
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800607BC.c:17
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80060904.c:124
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80060D4C.c:59
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80060F9C.c:114
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80060F9C.c:174
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800614A8.c:405
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800614A8.c:428
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800614A8.c:544
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800614A8.c:609
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80062ED0.c:52
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80062ED0.c:54
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80063030.c:21
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80064E2C.c:79
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800674E4.c:43
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80067764.c:33
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80067858.c:27
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80067A18.c:31
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800680C0.c:31
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800683E4.c:10
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8006845C.c:24
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80068674.c:23
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80068AAC.c:124
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8006D488.c:19
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8006D488.c:22
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8006E3F8.c:43
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8006E3F8.c:44
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8006E53C.c:38
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8006E754.c:55
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8006E754.c:75
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8006EE9C.c:34
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8006F544.c:50
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8006F6A4.c:63
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8006F6A4.c:64
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80070CD8.c:34
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80073728.c:30
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80073728.c:31
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800741E8.c:53
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800741E8.c:54
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800746CC.c:40
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800746CC.c:41
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800747CC.c:30
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80077704.c:29
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80077880.c:21
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80078CA4.c:13
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80079AA4.c:25
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80079C50.c:25
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80079D24.c:75
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8007BD40.c:55
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8007C354.c:61
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8007C90C.c:44
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8007CB6C.c:48
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8007CB6C.c:57
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8007CB6C.c:63
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8007CD5C.c:50
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8007CFB0.c:39
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8007D4D8.c:63
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80080458.c:21
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80087BA8.c:52
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80087D64.c:45
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80088060.c:34
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80088298.c:36
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80088298.c:38
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80088F4C.c:50
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80089A34.c:49
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008A0B4.c:111
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008A0B4.c:77
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008A2E0.c:106
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008A808.c:44
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008A8D8.c:9
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008A96C.c:81
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008AE40.c:29
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008AE40.c:32
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008AF24.c:38
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008C7F8.c:31
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008C7F8.c:45
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008CDA0.c:41
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008CEF0.c:39
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008D4B4.c:40
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008D5D4.c:39
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008D6E4.c:106
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008DBA8.c:36
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008DBA8.c:37
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008DD24.c:8
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008DD78.c:59
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008DF64.c:49
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008E110.c:39
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008E294.c:40
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008E71C.c:29
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008EF28.c:15
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008EFA8.c:27
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8008F5B4.c:76
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80090004.c:43
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80091124.c:61
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80093264.c:44
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80093264.c:61
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80093F6C.c:73
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80094DD0.c:34
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80096208.c:37
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80096E24.c:29
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_80097014.c:53
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800971A0.c:39
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800972D0.c:37
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8009C424.c:31
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8009C90C.c:23
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8009C980.c:6
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8009E4BC.c:63
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8009E4BC.c:65
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8009EA3C.c:34
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8009EAB0.c:52
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8009EF8C.c:59
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8009EF8C.c:61
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8009F258.c:57
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8009F700.c:53
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8009F8CC.c:34
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_8009F8CC.c:36
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A0140.c:69
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A0140.c:91
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A0140.c:94
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A0324.c:54
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A0324.c:61
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A0324.c:65
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A0CC0.c:59
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A0CC0.c:61
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A0DE4.c:68
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A0DE4.c:78
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A0DE4.c:88
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A0DE4.c:97
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A1278.c:80
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A1278.c:99
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A15C0.c:52
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A15C0.c:54
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A16AC.c:29
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A1724.c:44
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A17C4.c:40
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A197C.c:36
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A1CD0.c:11
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A24A4.c:45
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A2F0C.c:18
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A3074.c:6
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A3180.c:32
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A3468.c:52
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A37CC.c:7
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A41CC.c:49
PROPOSED_CALL name=fn_80201814 site=src/game/game_fn_800A45B0.c:25
